health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination,Label
0.57,0.42,否,0.7,0.84,2.92,高级,无,无,15.15,9.3,0.02,是,是,0.52,高支模,29.29,0.65,0,0.73,0.92,2,0.31,无风险
0.13,0.14,否,0.58,0.68,0.02,中级,无,无,19.6,39.23,0.34,否,是,0.87,深基坑,19.87,0.65,0.8,0.96,0.69,0,0.33,极高风险
0.46,0.36,否,0.77,0.8,33.49,初级,无,1次,12.26,37.69,0.08,是,是,0.48,高支模,25.62,0.51,0,0.88,0.3,3,0.72,中风险
0.88,0.38,否,0.71,0.77,11.58,中级,1次,无,14.62,23.87,0.18,是,是,0.47,车辆,26.38,0.71,0.31,0.68,0.71,2,0.48,中风险
0.79,0.18,否,0.82,0.92,31.91,中级,无,无,20.79,23.2,0.03,是,是,0.34,塔吊,23.37,1,0,0.81,0.52,6,0.53,无风险
0.53,0.36,否,0.74,0.9,3.06,中级,1次,无,26.59,21.29,0.31,是,是,0.25,配电箱,0.09,1,0.08,0.96,0.85,1,0.66,无风险
0.38,0.21,否,0.73,0.87,3.31,中级,无,1次,15.77,86.89,0.07,是,是,0.35,塔吊,34.52,0.45,0.67,0.86,0.38,4,0.83,极高风险
0.83,0.2,否,0.89,0.77,15.31,高级,无,无,31.79,27.32,0.58,是,是,0.55,深基坑,23.25,0.77,0,0.95,0.8,6,0.52,无风险
0.34,0.27,否,0.73,0.77,4.18,初级,无,无,23.03,19.69,0.37,是,是,0.61,塔吊,10.26,0.54,0.22,0.78,0.63,3,0.26,高风险
0.37,0.33,否,0.9,0.67,0.88,高级,无,无,18.41,20.67,0.03,是,是,0.62,车辆,0.55,1,0.13,0.58,0.51,3,0.74,无风险
0.74,0.15,否,0.85,0.91,27.82,中级,1次,无,8.77,106.57,0.82,是,是,0.67,高支模,1.16,1,0.41,0.94,0.61,1,0.86,低风险
0.54,0.78,否,0.79,0.76,14.66,中级,无,无,26.67,20.46,0.43,是,是,0.58,高支模,25.16,0.51,0,0.74,0.53,1,0.49,中风险
0.42,0.31,否,0.78,0.83,3.5,中级,1次,无,39.13,46.46,0.01,是,是,0.61,高支模,17.75,1,0.44,0.89,0.69,2,0.81,中风险
0.9,0.3,否,0.85,0.66,8.81,高级,无,无,24.58,16.38,0,是,是,0.47,高支模,55.19,0.57,0.67,0.63,0.74,5,0.41,中风险
0.46,0.23,否,0.59,0.83,1.66,中级,无,1次,20.02,31.35,0.37,否,是,0.87,配电箱,43.91,0.28,0,0.77,0.99,1,0.37,极高风险
0.85,0.18,否,0.76,0.72,3.12,中级,无,无,16.84,33.66,0.44,是,是,0.49,车辆,28.06,1,0.19,0.72,0.88,4,0.65,低风险
0.81,0.18,否,0.54,0.88,11.05,高级,无,1次,26.43,12.75,0.47,是,是,0.43,车辆,38.2,0.58,0.96,0.71,0.53,3,0.82,高风险
0.49,0.32,否,0.79,0.79,4.92,初级,无,无,19.95,83.32,0.21,是,是,0.82,车辆,8.14,0.71,0.31,0.64,0.72,1,0.2,高风险
0.58,0.46,否,0.62,0.61,0.84,中级,无,无,32.97,55.87,0.27,是,是,0.91,车辆,2.68,0.78,0.36,0.91,0.32,1,0.82,中风险
0.62,0.15,否,0.62,0.8,0.17,初级,无,无,17.28,71.72,0.37,是,是,0.5,高支模,20.57,1,0.19,0.9,0.53,5,0.49,极高风险
0.81,0.89,否,0.74,0.76,3.39,中级,1次,≥2次,18.54,26.64,0.21,是,是,0.53,车辆,13.38,0.21,0.13,0.73,0.67,1,0.64,极高风险
0.48,0.38,否,0.54,0.64,9.89,中级,无,无,18.77,61.59,0.39,是,是,0.66,高支模,10.45,0.45,0.29,0.71,0.6,4,0.83,高风险
0.48,0.36,否,0.75,0.81,5.06,高级,无,无,7.1,34.77,0.04,是,是,0.95,深基坑,16.75,0.16,0.25,0.79,0.32,1,0.93,低风险
0.77,0.83,否,0.72,0.69,2.44,中级,1次,1次,18.99,20.66,0.66,是,是,0.1,配电箱,28.83,0.54,0.05,0.75,0.9,3,0.45,极高风险
0.32,0.34,否,0.49,0.82,17.72,初级,无,≥2次,48.95,12.6,0.2,是,是,0.91,塔吊,80.89,0.59,0,0.79,0.75,2,0.23,高风险
0.53,0.18,否,0.78,0.67,2.05,中级,无,1次,22.5,13.87,0.03,是,是,0.43,车辆,77.49,0.67,0.13,0.77,0.8,3,0.76,低风险
0.69,0.23,否,0.74,0.88,7.99,中级,无,无,31.71,35.65,0.09,是,是,0.67,车辆,27.07,0.61,0.2,0.76,0.91,5,0.37,低风险
0.72,0.41,否,0.8,0.74,12.27,中级,无,1次,30.43,73.32,0.07,是,是,0.38,车辆,21.87,0.85,0.17,0.93,0.72,3,0.96,中风险
0.44,0.34,否,0.72,0.7,2.88,初级,无,1次,23.73,79.05,0.2,否,是,0.49,高支模,0.36,0.64,0,0.96,0.49,5,0.43,极高风险
0.65,0.29,否,0.72,0.79,15.05,初级,1次,1次,38.38,44.68,0.23,是,是,0.42,配电箱,2.38,0.38,0,0.61,0.55,1,0.13,高风险
0.72,0.17,否,0.58,0.75,2.19,高级,无,1次,26.44,12.87,0.01,是,是,0.56,车辆,12.53,0.97,0.41,0.93,0.43,4,0.6,低风险
0.72,0.14,否,0.76,0.83,13.47,中级,无,无,8.92,29.13,0.19,是,是,0.84,塔吊,16.25,1,0.63,0.89,0.89,1,0.78,无风险
0.25,0.59,否,0.8,0.91,10.21,中级,无,无,12.49,64.6,0.24,是,是,0.71,车辆,30.04,0.64,0,0.88,0.78,0,0.45,中风险
0.65,0.35,否,0.63,0.82,22.55,初级,无,无,21.02,38.33,0.06,是,是,0.2,车辆,12.46,1,0,0.85,0.54,2,0.52,低风险
0.55,0.35,否,0.58,0.99,7.31,高级,无,1次,14.55,17.99,0.21,是,是,0.32,高支模,11.97,0.68,0.25,0.63,0.18,3,0.26,高风险
0.82,0.44,否,0.61,0.81,2.24,高级,无,无,31.47,63.41,0.15,是,是,0.42,塔吊,1.61,0.89,0.34,0.74,0.32,3,0.76,中风险
0.55,0.24,否,0.64,0.87,4.06,初级,1次,无,18.51,17.34,0.12,是,是,0.89,塔吊,7.58,0.81,0,0.48,0.36,0,0.32,低风险
0.72,0.33,否,0.81,0.74,2.95,中级,1次,无,22.2,45.06,0.26,是,是,0.92,深基坑,1.92,0.8,0.39,0.85,0.65,2,0.34,低风险
0.65,0.26,否,0.73,0.6,27.74,中级,无,1次,30.51,70.52,0.63,是,是,0.85,深基坑,18.15,0.51,0.19,0.66,0.85,0,0.44,高风险
0.58,0.19,否,0.49,0.86,9.88,高级,无,无,10.86,35.26,0.33,是,是,0.2,深基坑,1.6,0.42,0.59,0.92,0.88,0,0.87,低风险
0.71,0.46,否,0.65,0.65,7.02,中级,无,无,71.14,35.71,0.22,是,是,0.77,塔吊,27.19,0.36,0.18,0.72,0.46,2,0.47,中风险
0.77,0.19,否,0.58,0.73,2.54,中级,无,无,15.11,17.39,0.8,是,是,0.85,配电箱,4.1,0.67,0,0.98,0.53,2,0.8,无风险
0.97,0.92,否,0.58,0.86,1.47,初级,无,1次,19.33,18.7,0.49,是,是,0.25,塔吊,49.01,0.65,0.64,0.91,0.53,1,0.63,极高风险
0.74,0.31,否,0.71,0.85,4.88,中级,无,无,14.45,54.37,0.03,是,是,0.33,配电箱,4.42,0.45,0.1,0.82,0.26,4,0.64,高风险
0.78,0.26,否,0.73,0.75,19.11,高级,无,无,19.96,24.42,0.19,是,是,0.85,配电箱,0.07,0.45,0,0.83,0.71,4,0.55,无风险
0.85,0.29,否,0.59,0.96,29.94,中级,无,无,23.33,20.08,0.23,是,是,0.86,配电箱,12.02,0.78,0,0.59,0.52,4,0.79,无风险
0.86,0.17,否,0.64,0.72,10.01,初级,无,无,36.5,16.29,0.17,是,是,0.67,塔吊,39.64,0.27,0.2,0.87,0.46,4,0.56,中风险
0.05,0.17,否,0.63,0.88,10.36,初级,无,1次,20.23,77.39,0.08,是,是,0.4,塔吊,19.06,0.91,0.24,0.79,0.84,4,0.41,高风险
0.34,0.24,否,0.61,0.64,1.13,初级,无,1次,12.15,26.56,0.33,否,是,0.94,配电箱,19.32,0.75,0.52,0.94,0.51,4,0.82,极高风险
0.43,0.16,否,0.66,0.89,2.79,高级,无,无,6.87,40.48,0.06,是,是,0.79,高支模,15.9,0.68,0.18,0.8,0.82,4,0.49,无风险
0.37,0.25,否,0.71,0.65,4.03,高级,无,无,9.56,27.17,0.44,是,是,0.85,塔吊,6.43,0.68,0.02,0.85,0.72,6,0.65,无风险
0.57,0.24,否,0.68,0.7,1.24,初级,无,无,17.89,23.73,0.22,是,是,0.69,高支模,32.67,0.12,0.39,0.71,0.11,0,0.55,极高风险
0.52,0.19,否,0.61,0.99,3.83,中级,无,无,51.88,12.31,0.36,是,是,0.82,塔吊,15.56,1,0.53,0.94,0.37,0,0.56,低风险
0.7,0.98,否,0.82,0.81,26.6,中级,无,无,23.59,38.6,0.08,是,是,0.85,高支模,17.9,0.3,0.24,0.83,0.79,5,0.41,高风险
0.24,0.13,否,0.76,0.87,7.22,中级,无,≥2次,22.27,35.83,0.14,是,是,0.16,高支模,0.68,1,0.04,0.91,0.79,1,0.52,高风险
0.34,0.23,否,0.68,0.81,38.59,高级,无,1次,42.36,47.36,0.32,是,是,0.71,塔吊,1.46,0.22,0.53,0.91,0.97,5,0.79,低风险
0.49,0.18,否,0.66,0.75,1.9,中级,无,无,16.68,34.03,0.11,是,是,0.74,车辆,12.69,0.58,0.54,0.72,0.79,9,0.8,高风险
0.78,0.25,否,0.69,0.87,9.91,中级,无,1次,9.52,19.77,0.24,是,是,0.71,塔吊,9.17,0.23,0.25,0.76,0.18,2,0.83,中风险
0.85,0.13,否,0.6,0.89,13.12,初级,无,无,31.18,12.12,0.16,是,是,0.31,高支模,14.24,0.88,0.38,0.7,0.3,1,0.62,低风险
0.89,0.26,否,0.79,0.96,13.97,高级,无,1次,21.6,23.36,0.33,是,是,0.92,车辆,2.62,0.51,0.31,0.78,0.23,1,0.87,无风险
0.78,0.32,否,0.9,0.81,11.89,高级,无,无,32.63,22.1,0.12,是,是,0.98,配电箱,1.55,1,0,0.7,0.72,2,0.48,无风险
0.72,0.68,否,0.94,0.9,2.51,初级,1次,1次,21.59,64.56,0.11,是,是,0.83,深基坑,40.11,0.76,0.03,0.9,0.25,2,0.65,极高风险
0.62,0.38,否,0.65,0.7,3.58,初级,无,1次,32.82,23.5,0.32,是,是,0.26,高支模,2.62,0.71,0,0.67,0.71,3,0.75,中风险
0.24,0.18,否,0.72,0.9,4.89,初级,无,1次,16.71,13.17,0.45,是,是,0.35,高支模,4.42,0.71,0.33,0.74,0.94,6,0.72,高风险
0.37,0.27,否,0.62,0.94,4.25,中级,无,无,7.44,15.13,0.01,是,是,0.76,配电箱,11.06,0.57,0.13,0.61,0.62,2,0.85,低风险
0.27,0.62,否,0.72,0.84,10.36,中级,无,无,26.63,49.57,0.56,是,是,0.69,车辆,14.79,0.34,0,0.84,0.73,8,0.79,极高风险
0.4,0.21,否,0.61,0.91,20.97,高级,无,1次,8.33,21.89,0.06,是,是,0.77,高支模,36.02,1,0.23,0.63,0.42,5,0.71,低风险
0.32,0.09,否,0.8,0.78,3.43,中级,无,无,10.69,43.41,0.25,是,是,0.75,塔吊,14.86,0.4,0.03,0.86,0.73,4,0.58,低风险
0.15,0.27,否,0.96,0.73,2.55,无证,无,无,15.21,27.03,0.44,是,是,0.67,配电箱,1.07,0.27,0,0.79,0.24,4,0.84,极高风险
0.91,0.1,否,0.69,0.8,6.83,中级,无,无,14.92,27.61,0.08,是,是,0.32,车辆,17.61,0.45,0,0.89,0.69,0,0.7,无风险
0.45,0.17,否,0.89,0.84,9.12,高级,无,无,21.62,45.45,0.41,是,是,0.91,深基坑,18.13,0.9,0.24,0.87,0.78,0,0.78,无风险
0.72,0.17,否,0.71,0.75,0.44,中级,无,1次,6.58,24.38,0.15,是,是,0.68,车辆,8.71,0.88,0.28,0.56,0.37,0,0.84,中风险
0.34,0.23,否,0.57,0.83,7.72,高级,无,1次,11.01,54.77,0.16,是,是,0.31,车辆,15.45,0.8,0.62,0.75,0.75,0,0.82,极高风险
0.38,0.88,否,0.69,0.77,4.28,高级,无,1次,28.52,15.08,0.22,否,是,0.96,高支模,1.04,0.56,0.17,0.7,0.88,1,0.27,极高风险
0.83,0.26,否,0.72,0.5,7.75,中级,无,1次,13.8,69.95,0.78,是,是,0.92,塔吊,46.83,0.97,0.08,0.96,0.41,5,0.63,高风险
0.59,0.56,否,0.74,0.73,10.42,高级,无,无,55.59,20.76,0.66,是,是,0.79,塔吊,21.71,0.63,0.57,0.84,0.55,0,0.61,中风险
0.82,0.09,否,0.59,0.71,7.54,初级,无,1次,24.57,10.05,0.01,是,是,0.63,高支模,2.71,1,0.82,0.66,0.88,6,0.63,低风险
0.89,0.33,否,0.71,0.81,8.25,高级,无,1次,17,41.86,0,是,是,0.9,车辆,1.05,0.62,0.47,0.89,0.68,5,0.68,无风险
0.37,0.51,否,0.76,0.66,7.34,中级,1次,无,59.86,73.07,0.47,是,是,0.85,塔吊,68.48,0.84,0,0.72,0.68,4,0.64,高风险
0.5,0.77,是,0.87,0.63,2.8,中级,无,无,21.19,35.31,0.18,是,是,0.55,塔吊,58.15,0.41,0.45,0.84,0.51,3,0.83,极高风险
0.79,0.22,否,0.59,0.99,2.07,中级,1次,无,31.16,23.35,0.18,是,是,0.72,高支模,34.11,1,0.48,0.95,0.78,3,0.85,低风险
0.77,0.16,否,0.65,0.66,2.25,初级,无,无,14.82,15.69,0.04,是,是,0.47,深基坑,1.71,0.4,0.66,0.63,0.77,4,0.47,低风险
0.81,0.37,否,0.78,0.47,9.27,初级,无,无,17.96,16.34,0.23,是,是,0.27,塔吊,48.2,1,0,0.97,0.83,2,0.69,高风险
0.8,0.18,否,0.65,0.83,19.89,初级,无,1次,23.74,32.79,0.04,是,是,0.71,深基坑,19.28,1,0.22,0.66,0.27,4,0.91,低风险
0.55,0.3,否,0.74,0.75,6.44,高级,无,无,26.25,41.86,0.03,是,是,0.42,深基坑,36.7,0.74,0.16,0.89,0.43,2,0.73,中风险
0.44,0.49,否,0.57,0.82,10.29,高级,无,无,19.74,38.77,0.26,是,是,0.6,配电箱,25.22,0.2,0,0.98,0.97,1,0.62,低风险
0.31,0.16,否,0.56,0.79,1.03,无证,无,1次,16.56,91.54,0.49,是,是,0.86,深基坑,47.29,0.45,0.31,0.76,0.66,4,0.7,极高风险
0.32,0.22,否,0.83,0.88,2.63,高级,无,无,12.78,36.67,0.45,是,是,0.9,高支模,37.92,0.71,0.22,0.79,0.81,1,0.83,低风险
0.86,0.4,否,0.8,0.94,33.83,高级,无,无,28.88,27.79,0.19,是,是,0.79,深基坑,9.01,1,0.03,0.57,0.17,1,0.72,无风险
0.49,0.48,否,0.82,0.8,6.14,初级,1次,1次,21.09,37.27,0.01,是,是,0.37,高支模,0.98,0.47,0,0.69,0.67,1,0.7,中风险
0.4,0.34,否,0.72,0.85,5.03,中级,无,无,25.22,26.45,0.1,是,否,0.62,深基坑,3.94,0.54,0,0.76,0.59,2,0.46,高风险
0.18,0.2,否,0.69,0.89,17.01,初级,无,无,24.13,54.39,0.32,是,是,0.13,车辆,0.02,1,0.67,0.93,0.73,2,0.45,极高风险
0.29,0.27,否,0.56,0.69,20.08,中级,无,无,80.87,36.77,0.29,是,是,0.82,配电箱,10.47,0.52,0.37,0.68,0.35,2,0.54,高风险
0.93,0.41,否,0.65,0.85,11.31,中级,无,≥2次,11.82,17.2,0.05,是,是,0.78,车辆,0.83,0.51,0.02,0.97,0.84,0,0.35,无风险
0.23,0.26,否,0.73,0.73,17.23,初级,无,无,27.82,47.13,0.28,是,是,0.39,车辆,9.67,0.61,0.12,0.86,0.64,3,0.71,高风险
0.3,0.31,否,0.64,0.64,15,中级,无,无,19.77,54.7,0.75,是,是,0.45,配电箱,1.25,0.49,0.61,0.81,0.9,2,0.91,高风险
0.75,0.27,否,0.65,0.63,4.58,中级,无,无,54.28,35.96,0.02,是,是,0.33,深基坑,3.08,0.28,0.76,0.68,0.55,4,0.6,高风险
0.78,0.52,否,0.57,0.68,5.82,初级,无,无,20.2,23.29,0.36,是,是,0.37,配电箱,62.45,0.87,0,0.74,0.12,2,0.79,高风险
0.64,0.22,否,0.64,0.76,3.24,初级,无,无,18.54,69.48,0.24,否,是,0.7,车辆,15.95,0.78,0.5,0.86,0.41,2,0.78,极高风险
0.51,0.59,否,0.72,0.73,1.53,中级,无,1次,51.41,24.9,0.46,是,是,0.87,深基坑,20.93,0.33,0.49,0.95,0.83,1,0.95,高风险
0.55,0.13,否,0.54,0.85,2.35,高级,无,无,13.43,30.92,0.41,是,是,0.12,塔吊,1.89,0.59,0.16,0.82,0.68,1,0.92,高风险
0.67,0.77,否,0.82,0.8,6.97,无证,无,无,21.82,35.99,0.11,是,是,0.49,配电箱,33.09,1,0.56,0.83,0.76,1,0.55,高风险
0.16,0.22,否,0.85,0.83,6.64,初级,无,无,25.63,34.59,0.06,是,是,0.69,车辆,13.3,1,0.28,0.76,0.74,4,0.7,高风险
0.52,0.28,否,0.69,0.84,8.71,中级,无,无,9.62,13.51,0.27,是,是,0.39,车辆,37.97,0.85,0.29,0.58,0.95,3,0.62,中风险
0.89,0.61,否,0.74,0.89,0.68,初级,无,1次,16.48,43.95,0.15,是,是,0.36,车辆,58.41,0.47,0.31,0.78,0.61,2,0.15,极高风险
0.36,0.53,是,0.85,0.9,8.45,初级,无,1次,27.97,25.16,0.09,是,是,0.74,塔吊,2.58,0.74,0.61,0.86,0.73,1,0.68,极高风险
0.73,0.44,否,0.78,0.89,31.42,中级,无,1次,10.8,30.95,0.52,是,是,0.66,高支模,17.82,0.5,0.43,0.83,0.52,2,0.62,中风险
0.8,0.44,否,0.8,0.83,6.06,无证,1次,无,29.25,38.51,0.16,是,是,0.89,车辆,14.7,0.64,0.18,0.86,0.45,3,0.52,高风险
0.53,0.29,否,0.74,0.69,0.31,初级,1次,1次,8.08,31.84,0.21,是,否,0.89,高支模,2.72,1,0.31,0.84,0.8,7,0.73,极高风险
0.89,0.09,否,0.73,0.86,2.12,初级,无,无,43.86,17.06,0.39,是,是,0.79,车辆,15.61,1,0.35,0.88,0.78,2,0.82,无风险
0.57,0.32,否,0.67,0.73,2.27,初级,1次,1次,27.86,22.41,0.05,是,是,0.84,深基坑,14.93,0.22,0.51,0.93,0.68,5,0.33,极高风险
0.81,0.22,否,0.81,0.85,9.07,初级,无,1次,10.92,14.72,0.13,是,是,0.67,塔吊,25.25,1,0.06,0.74,0.25,3,0.44,低风险
0.59,0.17,否,0.62,0.62,25.16,无证,无,无,24.49,28.11,0.28,是,是,0.96,塔吊,26.77,0.72,0.02,0.67,0.5,1,0.77,高风险
0.25,0.7,否,0.71,0.97,2.22,高级,无,无,17.8,110.57,0.38,是,是,0.87,塔吊,2.31,0.08,0.16,0.69,0.96,1,0.81,中风险
0.85,0.16,否,0.81,0.86,11.03,中级,无,1次,23.32,36.68,0.66,是,是,0.83,车辆,25.39,0.32,0,0.96,0.43,4,0.69,中风险
0.38,0.1,否,0.73,0.88,11.71,初级,无,无,43.07,31.16,0.19,是,是,0.37,高支模,8.15,0.4,0.13,0.79,0.32,3,0.5,中风险
0.61,0.28,否,0.69,0.68,1.49,初级,无,1次,11.37,26.62,0.05,是,是,0.3,车辆,3.92,1,0.16,0.78,0.68,1,0.32,中风险
0.7,0.58,否,0.76,0.68,18.13,中级,无,无,39.46,34.71,0.1,是,是,0.39,塔吊,58.88,0.53,0,0.67,0.75,2,0.58,低风险
0.79,0.34,否,0.66,0.87,8.69,高级,无,无,26.44,33.96,0.65,是,是,0.86,车辆,8.27,0.71,0.31,0.73,0.73,3,0.83,无风险
0.52,0.13,否,0.8,0.8,7.3,高级,无,1次,8.99,36.73,0.38,是,是,0.08,配电箱,8.61,0.21,0.46,0.97,0.89,4,0.77,极高风险
0.5,0.86,否,0.66,0.85,1.66,高级,无,无,17.29,69,0.77,是,是,0.5,高支模,1.38,0.41,0.29,0.98,0.61,2,0.83,高风险
0.25,0.34,否,0.72,0.7,4.21,中级,无,≥2次,16.09,22.1,0.56,是,是,0.36,高支模,7.84,0.67,0.4,0.71,0.34,0,0.11,极高风险
0.49,0.22,否,0.88,0.83,17.1,高级,无,1次,34.45,22.14,0.2,是,是,0.73,高支模,4.05,0.36,0,0.87,0.88,3,0.85,无风险
0.34,0.15,否,0.54,0.63,1.8,中级,1次,1次,22.43,18.9,0.01,是,是,0.8,车辆,38.41,0.98,0.04,0.93,0.77,2,0.4,低风险
0.53,0.24,否,0.66,0.81,8.84,高级,1次,无,13.41,76.45,0.04,是,是,0.35,配电箱,66.37,0.49,0.27,0.91,0.89,3,0.45,高风险
0.2,0.62,否,0.78,0.74,32.87,初级,无,无,25.1,23.33,0.4,是,是,0.71,深基坑,0.31,0.61,0.19,0.7,0.79,1,0.54,高风险
0.59,0.29,否,0.67,0.98,4.82,初级,无,1次,25.09,50.89,0.22,是,是,0.87,车辆,7.57,0.65,0.04,0.94,0.29,3,0.86,中风险
0.63,0.51,否,0.65,0.81,27.48,中级,无,1次,24.59,23.36,0.02,是,是,0.3,配电箱,21.46,1,0.15,0.57,0.18,1,0.86,中风险
0.42,0.27,否,0.52,0.77,11.93,中级,无,无,19.5,18.43,0.2,是,是,0.63,深基坑,25.23,0.38,0.04,0.8,0.54,3,0.68,中风险
0.84,0.17,否,0.73,0.86,6.1,初级,无,无,31.55,36.13,0.01,否,是,0.47,深基坑,28.91,0.5,0.54,0.89,0.83,1,0.54,极高风险
0.75,0.57,否,0.4,0.8,7.41,中级,无,无,21.25,38.3,0.08,是,是,0.78,车辆,16.35,0.08,0.29,0.75,0.96,1,0.16,高风险
0.65,0.14,否,0.53,0.74,0.47,高级,无,≥2次,21.77,7.86,0.07,是,是,0.74,高支模,29.02,0.61,0,0.78,0.84,2,0.63,低风险
0.44,0.44,否,0.56,0.63,4.25,高级,无,≥2次,9.17,43.02,0.49,是,是,0.76,塔吊,1.21,0.55,0.36,0.84,0.6,1,0.38,极高风险
0.79,0.39,否,0.88,0.82,5.69,高级,无,≥2次,32.92,26.2,0.23,是,是,0.58,塔吊,2.95,0.47,0.54,0.98,0.45,4,0.73,高风险
0.84,0.14,否,0.63,0.64,0.21,初级,无,无,10.85,33.39,0.66,否,是,0.3,深基坑,3.81,0.61,0.13,0.99,0.77,2,0.45,极高风险
0.24,0.25,否,0.71,0.74,11.57,中级,无,无,24.59,51.2,0.06,是,是,0.73,塔吊,24.6,1,0,0.83,0.53,0,0.28,无风险
0.74,0.27,否,0.64,0.9,9.35,初级,1次,无,16.75,61.11,0.13,否,是,0.64,车辆,23.42,1,0.05,0.95,0.46,0,0.81,极高风险
0.64,0.37,否,0.9,0.71,0.79,中级,无,无,12.05,29.28,0.1,是,是,0.84,配电箱,21.31,0.63,0,0.88,0.68,1,0.8,无风险
0.03,0.15,否,0.63,0.78,4.21,中级,无,1次,14.29,27.47,0.23,是,是,0.22,高支模,3.07,0.68,0.11,0.51,0.68,1,0.67,高风险
0.73,0.29,否,0.94,0.86,3.63,中级,无,无,24.28,30.91,0.45,是,是,0.33,车辆,17.55,1,0,0.96,0.42,2,0.86,低风险
0.66,0.37,否,0.7,0.74,11.13,初级,无,1次,11.04,14.03,0.46,是,是,0.77,高支模,2.75,0.71,0.3,0.79,0.79,2,0.64,低风险
0.55,0.47,是,0.72,0.76,1.86,初级,无,无,44.96,13.21,0.15,是,是,0.18,配电箱,12.2,0.63,0,0.83,0.07,3,0.41,极高风险
0.66,0.38,否,0.66,0.97,26.92,中级,无,≥2次,22.02,62.81,0.26,是,是,0.85,配电箱,8.07,1,0.35,0.69,0.56,6,0.42,高风险
0.45,0.49,否,0.65,0.89,0.89,初级,≥2次,无,45.84,32.54,0.36,是,是,0.79,塔吊,15.94,1,0,0.93,0.88,2,0.66,中风险
0.26,0.31,否,0.7,0.66,23.52,中级,无,无,42.66,39.4,0.02,是,是,0.46,塔吊,2.49,0.24,0,0.92,0.91,3,0.31,无风险
0.67,0.18,否,0.81,0.79,15.71,中级,≥2次,无,42.38,24.38,0.32,是,是,0.56,高支模,13.96,0.34,0,0.79,0.82,1,0.61,低风险
0.16,0.75,否,0.84,0.69,0.72,高级,1次,1次,20.66,20.9,0,是,是,0.53,配电箱,13.55,1,0,0.92,0.12,4,0.64,高风险
0.79,0.43,否,0.62,0.94,4.51,初级,无,1次,17.04,15.61,0.32,是,是,0.86,配电箱,10.08,1,0.17,0.91,0.25,4,0.66,中风险
0.91,0.67,否,0.67,0.69,0.08,中级,1次,无,16.1,58.19,0.12,是,是,0.88,深基坑,15.76,0.79,0.19,0.89,0.31,2,0.52,高风险
0.79,0.89,否,0.75,0.72,4.44,初级,1次,无,67.54,60.42,0.64,是,是,0.75,配电箱,47.06,0.58,0,0.97,0.82,9,0.71,极高风险
0.66,0.63,否,0.72,0.94,1.45,中级,无,1次,13.07,9.39,0.17,是,是,0.52,高支模,0.54,1,0.26,0.73,0.73,5,0.91,低风险
0.68,0.36,否,0.71,0.77,8.55,高级,无,1次,10.26,24.57,0.21,是,是,0.62,车辆,18.22,1,0.2,0.82,0.65,3,0.86,低风险
0.92,0.18,否,0.61,0.87,1.65,无证,无,无,19.67,13.83,0.05,是,是,0.71,塔吊,11.72,1,0.5,0.82,0.9,2,0.26,高风险
0.72,0.26,否,0.77,0.74,11.32,中级,无,≥2次,12.77,37.26,0.47,是,是,0.7,高支模,1.05,0.68,0.23,0.88,0.56,3,0.26,高风险
0.85,0.31,否,0.75,0.74,5.71,中级,无,1次,18.63,32.14,0.3,是,是,0.33,塔吊,21.66,0.66,0.1,0.82,0.44,1,0.78,中风险
0.78,0.13,否,0.73,0.81,5.54,无证,无,无,20.93,23.71,0.08,是,是,0.86,配电箱,4.75,0.49,0.31,0.92,0.44,4,0.66,高风险
0.28,0.6,否,0.66,0.84,8.16,初级,无,无,26.63,25.52,0.05,是,否,0.53,深基坑,45.13,0.74,0.48,0.81,0.11,1,0.3,极高风险
0.51,0.19,否,1,0.74,35.34,初级,无,无,15.26,19.26,0.09,是,是,0.52,高支模,0.34,1,0.27,0.8,0.54,3,0.63,无风险
0.8,0.54,否,0.73,0.82,1.33,中级,1次,无,16.99,29.22,0.44,是,是,0.79,车辆,25.18,0.46,0.1,0.91,0.62,2,0.61,高风险
0.52,0.22,否,0.73,0.84,3.71,中级,无,无,14.22,22.17,0.05,是,是,0.82,车辆,19.76,1,0.17,0.82,0.48,1,0.19,低风险
0.78,0.3,否,0.66,0.83,0.03,初级,1次,无,15.62,18.13,0.69,是,是,0.86,高支模,3.45,0.25,0.38,0.76,0.52,2,0.47,高风险
0.58,0.13,否,0.68,0.78,11.88,中级,无,无,18.84,27.11,0.01,是,是,0.57,高支模,6.23,1,0.56,0.86,0.72,5,0.77,无风险
0.56,0.3,否,0.74,0.79,4.05,中级,无,无,50.19,35.74,0.08,是,是,0.21,高支模,26.33,0.84,0,0.38,0.49,2,0.46,高风险
0.88,0.27,否,0.89,0.89,0.28,初级,无,无,21.21,29.71,0.2,是,是,0.62,深基坑,29.61,0.74,0.31,0.8,0.84,8,0.34,高风险
0.52,0.16,否,0.68,0.77,0.14,中级,无,无,17.52,24.54,0.18,是,是,0.84,深基坑,54.13,1,0.22,0.79,0.76,4,0.93,低风险
0.71,0.98,否,0.81,0.8,0.27,初级,无,无,19.24,109.48,0.26,是,是,0.34,塔吊,21.57,1,0.28,0.87,0.07,1,0.46,极高风险
